calories,carbs,fat,name,resturant
760,72,45,Harvest Salad – V (Entrée),corner-bakery-cafe
500,37,26,Harvest Salad w/Roasted Chicken (Café & Combo),corner-bakery-cafe
870,74,47,Harvest Salad w/Roasted Chicken (Entrée),corner-bakery-cafe
170,170,170,"Harvest Toast – LF, VG",corner-bakery-cafe
150,22,2.5,Horizon Milk – Chocolate,corner-bakery-cafe
110,13,2.5,Horizon Milk – White,corner-bakery-cafe
< 5,0,0,Iced Coffee – Black,corner-bakery-cafe
< 10,0,< 1,Iced Coffee – Black,corner-bakery-cafe
320,64,6,Iced Coffee – Creamy,corner-bakery-cafe
640,128,12,Iced Coffee – Creamy,corner-bakery-cafe
100,9,4,Italian Wedding Soup,corner-bakery-cafe
280,26,13,Italian Wedding Soup w/ Parmesan Cheese  (bowl),corner-bakery-cafe
190,18,8,Italian Wedding Soup w/ Parmesan Cheese  (cup),corner-bakery-cafe
80,20,0,Kid’s Apple Juice,corner-bakery-cafe
90,21,0,Kid’s Berry Juice,corner-bakery-cafe
380,22,24,Kids’ Cheesy Scrambler w/Toast & Bacon,corner-bakery-cafe
380,39,17,Kids’ Cheesy Scrambler w/Toast & Fresh Fruit,corner-bakery-cafe
320,22,19,Kids’ Scrambler w/Toast & Bacon,corner-bakery-cafe
320,39,12,Kids’ Scrambler w/Toast & Fresh Fruit,corner-bakery-cafe
120,16,0,Latte – Nonfat,corner-bakery-cafe
160,22,0,Latte – Nonfat,corner-bakery-cafe
190,26,0,Latte – Nonfat,corner-bakery-cafe
190,15,10,Latte – Whole,corner-bakery-cafe
250,19,13,Latte – Whole,corner-bakery-cafe
300,23,16,Latte – Whole,corner-bakery-cafe
590,90,24,Lemon Bar – V,corner-bakery-cafe
480,64,22,Lemon Pound Cake – Slice,corner-bakery-cafe
210,12,14,Loaded Baked Potato,corner-bakery-cafe
410,23,28,Loaded Baked Potato w/Cheddar Cheese & Green Onion,corner-bakery-cafe
630,36,43,Loaded Baked Potato w/Cheddar Cheese & Green Onion,corner-bakery-cafe
350,48,11,Macaroni & Cheese – Kraft,corner-bakery-cafe
730,80,44,Maple Pecan Bar – V,corner-bakery-cafe
220,13,17,Mixed Greens Salad – V (Café & Combo),corner-bakery-cafe
420,26,33,Mixed Greens Salad – V (Entrée),corner-bakery-cafe
120,9,8,Mixed Greens Salad w/dressing (side & trio portion) – V,corner-bakery-cafe
120,9,8,Mixed Greens Salad w/dressing – V,corner-bakery-cafe
30,1,2.5,Mixed Greens w/dressing (garnish) – VG,corner-bakery-cafe
70,9,2,Mom’s Chicken Noodle – LF,corner-bakery-cafe
210,28,6,Mom’s Chicken Noodle – LF  (bowl),corner-bakery-cafe
140,19,4,Mom’s Chicken Noodle – LF  (cup),corner-bakery-cafe
240,37,2,Mom’s Corned Beef on Caraway Rye Bread (Combo),corner-bakery-cafe
480,75,4,Mom’s Corned Beef on Caraway Rye Bread (Whole),corner-bakery-cafe
250,24,13,Mom’s Egg Salad on White Bread (Combo),corner-bakery-cafe
500,48,25,Mom’s Egg Salad on White Bread (Whole),corner-bakery-cafe
255,35,4,Mom’s Roast Beef on Sourdough Bread (Combo),corner-bakery-cafe
510,70,8,Mom’s Roast Beef on Sourdough Bread (Whole),corner-bakery-cafe
250,32,4,Mom’s Roasted Chicken on Harvest Bread (Combo),corner-bakery-cafe
500,65,8,Mom’s Roasted Chicken on Harvest Bread (Whole),corner-bakery-cafe
205,23,6,Mom’s Smoked Ham on White Bread (Combo),corner-bakery-cafe
410,46,11,Mom’s Smoked Ham on White Bread (Whole),corner-bakery-cafe
320,33,13,Mom’s Tuna Salad on Harvest Bread (Combo),corner-bakery-cafe
640,66,25,Mom’s Tuna Salad on Harvest Bread (Whole),corner-bakery-cafe
1000,40,74,1/2 lb. FlameThrower® GrillBurger,dairy-queen
800,44,51,1/2 lb. GrillBurger with Cheese,dairy-queen
630,44,37,1/4 lb. Bacon Cheese GrillBurger™,dairy-queen
540,44,30,1/4 lb. GrillBurger with Cheese,dairy-queen
570,39,35,1/4 lb. Mushroom Swiss GrillBurger,dairy-queen
90,23,0,Applesauce,dairy-queen
550,108,9,"Arctic Rush Float, All Flavors – Large",dairy-queen
420,82,7,"Arctic Rush Float, All Flavors – Medium",dairy-queen
330,65,6,"Arctic Rush Float, All Flavors – Small",dairy-queen
610,107,15,"Arctic Rush Freeze, All Flavors – Large",dairy-queen
470,80,12,"Arctic Rush Freeze, All Flavors – Medium",dairy-queen
380,65,10,"Arctic Rush Freeze, All Flavors – Small",dairy-queen
350,70,0,"Arctic Rush, All Flavors – Large",dairy-queen
260,53,0,"Arctic Rush, All Flavors – Medium",dairy-queen
210,41,0,"Arctic Rush, All Flavors – Small",dairy-queen
380,26,24,Bacon Biscuit Sandwich,dairy-queen
110,29,0,Banana,dairy-queen
1090,168,38,Banana Cream Pie Blizzard – Large,dairy-queen
770,117,28,Banana Cream Pie Blizzard – Medium,dairy-queen
370,57,13,Banana Cream Pie Blizzard – Mini,dairy-queen
570,85,21,Banana Cream Pie Blizzard – Small,dairy-queen
25,6,0,Banana Slices,dairy-queen
520,94,14,Banana Split,dairy-queen
780,129,23,Banana Split Blizzard – Large,dairy-queen
570,93,17,Banana Split Blizzard – Medium,dairy-queen
290,49,8,Banana Split Blizzard – Mini,dairy-queen
440,71,14,Banana Split Blizzard – Small,dairy-queen
350,40,14,Barbecue Beef Sandwich,dairy-queen
310,41,9,Barbecue Pork Sandwich,dairy-queen
730,64,47,Biscuits & Gravy,dairy-queen
250,36,9,Breaded Mushrooms,dairy-queen
130,17,6,Brownie Pieces,dairy-queen
460,44,28,Buster Bar® Treat***,dairy-queen
990,151,35,Butterfinger Blizzard – Large,dairy-queen
740,114,26,Butterfinger Blizzard – Medium,dairy-queen
470,71,16,Butterfinger Blizzard – Small,dairy-queen
110,18,4.5,Butterfinger Pieces,dairy-queen
340,52,12,Butterfinger® Blizzard – Mini,dairy-queen
210,24,11,Butterscotch Dilly Bar,dairy-queen
710,106,23,Cappuccino MooLatté – Large,dairy-queen
570,84,19,Cappuccino MooLatté – Medium,dairy-queen
450,65,16,Cappuccino MooLatté – Small,dairy-queen
690,107,23,Caramel MooLatté – Large,dairy-queen
650,103,20,Caramel MooLatté – Medium,dairy-queen
520,82,16,Caramel MooLatté – Small,dairy-queen
90,20,1,Caramel Topping,dairy-queen
550,0,45,Cheese Curds,dairy-queen
400,34,18,Cheeseburger Kids’,dairy-queen
100,10,6,Cheesecake Pieces,dairy-queen
210,24,12,Cherry Dilly Bar,dairy-queen
80,21,0,Cherry StarKiss® Bar,dairy-queen
1030,105,53,Chick. Strip Basket – 4pc w/ Country Gravy,dairy-queen
1260,121,66,Chick. Strip Basket – 6pc w/ Country Gravy,dairy-queen
1160,110,60,Chicken Quesadilla Basket,dairy-queen
220,15,12,Chicken Strip Kids’ (2),dairy-queen
710,881,24,Chili – Bowl,dairy-queen
470,54,16,Chili – Cup,dairy-queen
380,23,24,Chili Cheese Dog,dairy-queen
1020,116,51,Chili Cheese Fries,dairy-queen
330,24,20,Chili Dog,dairy-queen
760,96,38,Choc. Cov. Strawberry Waffle Bowl Sundae,dairy-queen
630,84,29,"Choc. Xtreme Blizzard Cake, 10”, 1/12 slice***",dairy-queen
620,83,29,"Choc. Xtreme Blizzard Cake, 8”, 1/8 slice***",dairy-queen
920,136,34,Choco Cherry Love Blizzard – Large,dairy-queen
650,95,24,Choco Cherry Love Blizzard – Medium,dairy-queen
330,49,11,Choco Cherry Love Blizzard – Mini,dairy-queen
460,69,17,Choco Cherry Love Blizzard – Small,dairy-queen
150,17,10,Choco Chunks,dairy-queen
130,18,6,Chocolate Chip Cookie Dough Pieces,dairy-queen
540,77,21,Chocolate Coated Waffle Cone w/ Soft Serve,dairy-queen
180,28,5,Chocolate Cone – Kids’,dairy-queen
490,75,15,Chocolate Cone – Large,dairy-queen
340,54,10,Chocolate Cone – Medium,dairy-queen
240,37,7,Chocolate Cone – Small,dairy-queen
240,24,15,Chocolate Dilly® Bar***,dairy-queen
240,24,15,Chocolate Mint Dilly Bar,dairy-queen
70,17,1.5,Chocolate Topping,dairy-queen
1420,189,67,Chocolate Xtreme Blizzard – Large,dairy-queen
960,130,45,Chocolate Xtreme Blizzard – Medium,dairy-queen
400,55,17,Chocolate Xtreme Blizzard – Mini,dairy-queen
650,88,29,Chocolate Xtreme Blizzard – Small,dairy-queen
140,16,10,Cocoa Fudge,dairy-queen
80,7,7,Coconut Flakes,dairy-queen
1300,190,52,Cookie Dough Blizzard – Large,dairy-queen
1020,148,40,Cookie Dough Blizzard – Medium,dairy-queen
420,62,16,Cookie Dough Blizzard – Mini,dairy-queen
710,104,28,Cookie Dough Blizzard – Small,dairy-queen
260,26,15,Corn Dog,dairy-queen
780,69,46,Country Platter,dairy-queen
470,29,26,Crispy Chicken Salad,dairy-queen
600,59,30,Crispy Chicken Sandwich,dairy-queen
350,30,21,Crispy Chicken Wrap,dairy-queen
470,53,22,Crispy Fish Sandwich,dairy-queen
830,63,51,Crispy FlameThrower Chicken Sandwich,dairy-queen
400,35,18,Deluxe Cheeseburger,dairy-queen
640,35,34,Deluxe Double Cheeseburger,dairy-queen
540,34,26,Deluxe Double Hamburger,dairy-queen
350,34,14,Deluxe Hamburger,dairy-queen
220,30,9,"Dipped Cone, Chocolate – Kids’ ***",dairy-queen
660,85,30,"Dipped Cone, Chocolate – Large ***",dairy-queen
470,61,22,"Dipped Cone, Chocolate – Medium ***",dairy-queen
330,42,15,"Dipped Cone, Chocolate – Small ***",dairy-queen
1340,189,58,Double Fudge Cookie Dough Blizzard – Large,dairy-queen
1010,144,42,Double Fudge Cookie Dough Blizzard – Med,dairy-queen
450,63,18,Double Fudge Cookie Dough Blizzard – Mini,dairy-queen
750,107,32,Double Fudge Cookie Dough Blizzard – Small,dairy-queen
410,60,15,"DQ Cake, 10”, 1/12 slice",dairy-queen
410,59,15,"DQ Cake, 8”, 1/8 slice",dairy-queen
290,42,11,"DQ Heart Cake, 1/10 slice",dairy-queen
1150,171,38,DQ Home-Pak,dairy-queen
310,44,12,"DQ Log Cake, 1/8 slice",dairy-queen
190,31,5,DQ Sandwich,dairy-queen
320,47,13,"DQ Sheet Cake, 1/24 slice",dairy-queen
780,34,48,DQ Ultimate® Burger,dairy-queen
670,40,43,Foot-Long Chili Cheese Dog,dairy-queen
560,39,35,Foot-Long Hot Dog,dairy-queen
190,27,8,French Fries – Kids’,dairy-queen
500,70,21,French Fries – Large,dairy-queen
310,43,13,French Fries – Regular,dairy-queen
1320,176,62,French Silk Pie Blizzard – Large,dairy-queen
900,120,42,French Silk Pie Blizzard – Medium,dairy-queen
430,57,19,French Silk Pie Blizzard – Mini,dairy-queen
670,90,30,French Silk Pie Blizzard – Small,dairy-queen
780,129,22,French Vanilla MooLatté – Large,dairy-queen
630,101,19,French Vanilla MooLatté – Medium,dairy-queen
500,80,15,French Vanilla MooLatté – Small,dairy-queen
190,27,8,Fries,dairy-queen
50,13,0,Fudge Bar,dairy-queen
940,121,48,Fudge Brownie Temptation Waffle Bowl Sundae,dairy-queen
1450,164,83,Georgia Mud Fudge Blizzard – Large,dairy-queen
990,115,55,Georgia Mud Fudge Blizzard – Medium,dairy-queen
680,82,35,Georgia Mud Fudge Blizzard – Small,dairy-queen
410,52,19,Georgia Mud Fudge® Blizzard – Mini,dairy-queen
320,30,13,Grilled Cheese Kids’,dairy-queen
330,13,15,Grilled Chicken Salad,dairy-queen
360,32,15,Grilled Chicken Sandwich,dairy-queen
280,22,15,Grilled Chicken Wrap,dairy-queen
360,26,21,Ham Biscuit Sandwich,dairy-queen
190,18,12,Hashbrowns,dairy-queen
820,125,29,Hawaiian Blizzard – Large,dairy-queen
600,92,21,Hawaiian Blizzard – Medium,dairy-queen
300,45,10,Hawaiian Blizzard – Mini,dairy-queen
440,67,15,Hawaiian Blizzard – Small,dairy-queen
1260,173,57,Heath Blizzard – Large,dairy-queen
920,126,41,Heath Blizzard – Medium,dairy-queen
600,83,26,Heath Blizzard – Small,dairy-queen
150,17,9,Heath Pieces,dairy-queen
360,51,14,Heath® Blizzard – Mini,dairy-queen
220,25,13,Heath® Dilly Bar,dairy-queen
290,22,17,Hot Dog,dairy-queen
290,22,17,Hot Dog Kids’,dairy-queen
90,15,3.5,Hot Fudge Topping,dairy-queen
420,52,14,Iron Grilled Cheese Sandwich,dairy-queen
600,55,24,Iron Grilled Classic Club Sandwich,dairy-queen
600,40,34,Iron Grilled Supreme BLT Sandwich,dairy-queen
550,43,23,Iron Grilled Turkey Sandwich,dairy-queen
600,143,0,"Lemonade Chiller, Classic, Large",dairy-queen
380,87,0,"Lemonade Chiller, Classic, Medium",dairy-queen
250,55,0,"Lemonade Chiller, Classic, Small",dairy-queen
680,161,0,"Lemonade Chiller, Strawberry, Large",dairy-queen
420,96,0,"Lemonade Chiller, Strawberry, Medium",dairy-queen
280,64,0,"Lemonade Chiller, Strawberry, Small",dairy-queen
140,20,6,M&M’s Chocolate Candies,dairy-queen
1140,176,41,M&M’s Chocolate Candy Blizzard – Large,dairy-queen
840,127,30,M&M’s Chocolate Candy Blizzard – Medium,dairy-queen
660,101,23,M&M’s Chocolate Candy Blizzard – Small,dairy-queen
370,57,13,M&M’s® Chocolate Candy Blizzard – Mini,dairy-queen
860,134,27,"Malt, Banana – Large",dairy-queen
670,102,22,"Malt, Banana – Medium",dairy-queen
540,80,19,"Malt, Banana – Small",dairy-queen
1080,178,31,"Malt, Caramel – Large",dairy-queen
830,134,25,"Malt, Caramel – Medium",dairy-queen
610,95,20,"Malt, Caramel – Small",dairy-queen
910,144,27,"Malt, Cherry – Large",dairy-queen
710,112,22,"Malt, Cherry – Medium",dairy-queen
560,83,19,"Malt, Cherry – Small",dairy-queen
1020,171,32,"Malt, Chocolate – Large",dairy-queen
790,130,26,"Malt, Chocolate – Medium",dairy-queen
590,92,21,"Malt, Chocolate – Small",dairy-queen
1090,165,38,"Malt, Hot Fudge – Large",dairy-queen
840,126,30,"Malt, Hot Fudge – Medium",dairy-queen
620,90,22,"Malt, Hot Fudge – Small",dairy-queen
1350,143,72,"Malt, Peanut Butter – Large",dairy-queen
1010,111,53,"Malt, Peanut Butter – Medium",dairy-queen
700,83,34,"Malt, Peanut Butter – Small",dairy-queen
880,137,27,"Malt, Strawberry – Large",dairy-queen
700,107,22,"Malt, Strawberry – Medium",dairy-queen
550,81,19,"Malt, Strawberry – Small",dairy-queen
950,151,29,"Malt, Vanilla – Large",dairy-queen
740,116,23,"Malt, Vanilla – Medium",dairy-queen
580,89,19,"Malt, Vanilla – Small",dairy-queen
1300,171,65,Midnight Truffle Blizzard – Large,dairy-queen
1000,133,49,Midnight Truffle Blizzard – Medium,dairy-queen
400,54,19,Midnight Truffle Blizzard – Mini,dairy-queen
750,99,37,Midnight Truffle Blizzard – Small,dairy-queen
1070,168,36,Mint Oreo Blizzard – Large,dairy-queen
740,116,25,Mint Oreo Blizzard – Medium,dairy-queen
560,87,18,Mint Oreo Blizzard – Small,dairy-queen
400,62,14,Mint Oreo® Blizzard – Mini,dairy-queen
820,121,31,Mocha MooLatté – Large,dairy-queen
800,5,68,All  –  American Slam® (add choices),dennys
130,30,0,Apple Dunkers w/ caramel sauce,dennys
480,67,22,Apple Pie,dennys
1010,91,59,Bacon Avocado Burrito w/ hash browns,dennys
880,45,49,Bacon Cheddar Burger (add choices),dennys
1010,56,58,Bacon Slamburger™ (add choices),dennys
70,1,5,Bacon Strips,dennys
140,1,11,Bacon Strips,dennys
520,35,35,"Bacon, Lettuce & Tomato (add choices)",dennys
428,48,12,Bagel & Cream Cheese,dennys
780,130,15,Banana Pecan Pancake Breakfast,dennys
810,125,31,Banana Split,dennys
860,107,33,Bananas Foster French Toast Skillet (add meat),dennys
510,100,11,Basket of Puppies w/o syrup,dennys
820,32,64,Belgian Waffle Slam®,dennys
370,74,5,Bowl of Harvest Oatmeal w/ Milk,dennys
25,4,0,Broccoli,dennys
370,48,16,Broccoli & Cheddar Soup,dennys
190,24,9,Buttermilk Biscuit,dennys
190,24,9,Buttermilk Biscuit,dennys
740,134,21,Caramel Apple Crisp,dennys
190,44,1,Caramel Topping,dennys
300,26,19,Cheddar Cheese Hash Browns,dennys
890,53,54,Cheese Burger Flatbread,dennys
380,32,21,Cheesy @ the Plate (add side),dennys
57,14,0,Cherry Topping,dennys
520,48,16,Chicken Avocado Sandwich w/ Fit Fare® fresh veggies,dennys
590,43,29,Chicken Deluxe Salad  –  Chicken Strips (add choices),dennys
340,13,13,Chicken Deluxe Salad  –  Grilled Chicken (add choices),dennys
140,35,4,Chicken Noodle Soup,dennys
910,76,52,Chicken Ranch Melt w/o dressing (add choices),dennys
110,0,9,Chicken Sausage Patty (1),dennys
220,1,18,Chicken Sausage Patty (2),dennys
760,84,29,Chicken Strips w/ bread (add choices),dennys
720,52,32,Chicken Strips w/ Buffalo Sauce (add dipping sauce),dennys
820,82,30,Chicken Strips w/ Sweet & Tangy BBQ Sauce (add dipping sauce),dennys
330,3,20,Chicken Wings w/ Buffalo Sauce (add dipping sauces),dennys
450,40,18,Chicken Wings w/ Sweet & Tangy BBQ Sauce (add dipping sauce),dennys
450,61,18,Chocolate Chip  –  In Pancakes,dennys
770,59,57,Chocolate French Silk Pie,dennys
680,59,47,Chocolate Peanut Butter Silk Pie,dennys
100,9,0,Chocolate Topping,dennys
190,6,17,Chopped Nuts,dennys
270,24,17,Clam Chowder,dennys
820,47,44,Classic Cheeseburger (add choices),dennys
630,55,33,Club Sandwich (add choices),dennys
630,65,39,Coconut Cream Pie,dennys
0,0,0,Coffee,dennys
260,15,22,Coleslaw,dennys
630,67,39,Cookies & Cream Pie,dennys
120,21,0,Corn,dennys
660,29,43,Country  –  Fried Steak & Eggs (add choices),dennys
1170,74,74,Country  –  Fried Steak w/ gravy (add choices),dennys
370,32,12,Cranberry Apple Chicken Salad w/ balsamic vinaigrette / no bread,dennys
30,5,0,Dippable Veggies / no dressing,dennys
1400,49,87,Double Cheeseburger (add choices),dennys
50,1,0.5,Egg Whites,dennys
50,1,0,Egg Whites (2),dennys
250,1,21,Eggs (2),dennys
125,0,11,Eggs (each) 2 oz = 1 egg,dennys
130,25,1,English Muffin / no margarine,dennys
130,25,1,English Muffin / no margarine,dennys
340,33,21,"Everything Hash Browns w/ onions, cheese & country gravy",dennys
130,26,3,Fiesta Corn,dennys
430,50,23,Finish Line Fries,dennys
1530,145,90,Fish & Chips (add dinner bread choice),dennys
260,38,10,Fishing Goldfish® Crackers,dennys
390,25,18,Fit Fare® Omelette,dennys
630,56,13,Fit Fare® Sweet & Tangy BBQ Chicken w/ broccoli & corn,dennys
450,40,19,Fit Fare® Tilapia Ranchero,dennys
390,46,12,Fit Slam®,dennys
100,28,2,Flavored Cappuccino,dennys
430,69,17,Floats (Root Beer or Coca  –  Cola®),dennys
430,50,23,"French Fries, salted",dennys
430,50,23,"French Fries, salted",dennys
780,35,58,French Toast Slam®,dennys
110,29,0,Fruit   –   Banana,dennys
55,29,0,Fruit   –   Grapes,dennys
150,23,6,Fudge Topping,dennys
55,29,0,Game  –  On Grapes,dennys
120,7,7,Garden Salad w/o dressing,dennys
170,21,9,Garlic Dinner Bread,dennys
170,21,9,Garlic Dinner Bread,dennys
200,18,15,Glazed Pecans,dennys
190,20,8,Golden  –  Fried Shrimp,dennys
25  -  45,4   -   7,0  -  1,Green Beans,dennys
120,8,5,Grilled Ham Slice,dennys
120,8,5,Grilled Ham Slice,dennys
90,1,4,Grilled Shrimp Skewer,dennys
220,44,3,Grits w/ margarine,dennys
90,15,3,Grits w/ margarine,dennys
220,44,3,Grits w/ margarine,dennys
270,71,0,Groovy Mango,dennys
310,21,10,Half Size Cranberry Apple Chicken Salad w/ balsamic vinaigrette / no bread,dennys
870,84,42,Half Size Sampler™ (add sauce),dennys
670,70,30,Half Size Zesty Nachos,dennys
530,93,11,Harvest Oatmeal Breakfast,dennys
210,26,12,Hash Browns,dennys
210,26,12,Hash Browns,dennys
210,26,12,Hash Browns,dennys
210,26,12,Hash Browns,dennys
1160,110,63,Heartland Scramble®,dennys
580,75,28,Hershey®’s Chocolate Cake,dennys
900,67,47,Hickory Grilled Chicken Sandwich (add choices),dennys
210,5,20,High Diving Veggies w/ ranch dressing,dennys
140,52,6,Home Plate Mashed Potatoes w/ brown gravy,dennys
830,122,37,Hot Fudge Brownie A La Mode,dennys
290,34,15,"Ice Cream (Vanilla, Chocolate or Strawberry)",dennys
380,39,19,Jr. Grand Slam®,dennys
560,87,20,Key Lime Pie,dennys
690,88,33,Kids’ OREO® Blender Blaster,dennys
500,82,19,Lemon Meringue Layer Pie,dennys
800,59,35,Lemon Pepper Grilled Tilapia w/ bread (add choices),dennys
420,23,32,Loaded Baked Potato Soup,dennys
960,80,50,Lumberjack Slam® (add choices),dennys
100,55,3,Mashed Potatoes,dennys
1140,94,63,Meat Lover’s Scramble,dennys
610,74,28,"Milk Shakes (Vanilla, Chocolate or Strawberry)",dennys
610,74,28,"Milk Shakes (Vanilla, Chocolate or Strawberry)",dennys
770,31,53,Moons Over My Hammy Omelette™ w/ hash browns (add choices),dennys
760,51,41,Moons Over My Hammy® (add choices),dennys
560,58,20,Mozzarella Cheese Sticks (add marinara sauce),dennys
860,51,48,Mushroom Swiss Burger (add choices),dennys
1080,34,75,Mushroom Swiss Chopped Steak w/ bread (add choices),dennys
510,43,34,New York Style Cheesecake,dennys
200,31,5,Oatmeal w/ Milk,dennys
250,62,0,OJ Strawberry Mango,dennys
520,48,36,Onion Rings,dennys
890,113,44,Oreo® Blender Blaster™,dennys
110,16,5,Oreo® Cookie Pieces,dennys
210,54,0,Pacific Chiller,dennys
370,68,8,Pancake Puppies®,dennys
330,67,4,"Pancakes, Buttermilk",dennys
310,64,1.5,"Pancakes, Hearty Wheat",dennys
1040,41,73,Patty Melt (add choices),dennys
730,98,36,Pecan Pie,dennys
180,47,0,Pineapple Dream™,dennys
590,70,26,Pit Stop Pizza (add side),dennys
940,67,43,Prime Rib & Chicken Sizzlin’ Skillet,dennys
670,52,36,Prime Rib Philly Melt (add choices),dennys
850,64,46,Prime Rib Skillet,dennys
500,77,18,Pumpkin Pie,dennys
210,27,7,Red  –  Skinned Potatoes,dennys
210,27,7,Red  –  Skinned Potatoes,dennys
1380,139,71,Sampler™ (add sauce),dennys
710,30,52,Santa Fe Skillet,dennys
180,2,17,Sausage Links,dennys
370,4,34,Sausage Links (4),dennys
70,5,6,Sautéed Spinach,dennys
110,6,8,Sautéed Spinach w/ Pico de Gallo & Bacon,dennys
70,18,0,Seasonal Fruit,dennys
70,18,0,Seasonal Fruit,dennys
630,48,47,Seasoned Fries,dennys
520,25,39,Senior Belgian Waffle Slam® w/ egg,dennys
550,39,32,Senior Club Sandwich (add choices),dennys
690,51,43,Senior Country  –  Fried Steak w/ bread (add choices),dennys
540,52,16,Senior Fit Fare® Grilled Chicken,dennys
480,57,18,Senior Fit Fare® Omelette,dennys
550,35,37,Senior French Toast Slam® w/ egg (add choices),dennys
520,49,28,Senior Grilled Cheese Deluxe Sandwich (add choices),dennys
370,21,15,Senior Grilled Chicken w/ bread (add choices),dennys
450,56,15,Senior Grilled Shrimp Skewer w/ bread (add choices),dennys
610,24,32,Senior Lemon Pepper Grilled Tilapia w/ bread (add choices),dennys
440,8,34,Senior Omelette (add choices),dennys
980,73,59,Senior Scrambled Eggs & Cheddar Breakfast,dennys
260  -  540,24  -  55,12  -  39,Senior Soup & Salad (add dressing choice),dennys
